topic	sentence_1	sentence_2	label
Geoengineering	Climate Change & Stratospheric Geoengineering The rising temperatures of global climate change pose great risks to humanity and ecosystems.	He added that non-public SRM research would exacerbate international mistrust about unilateral control, provoking such disputes and potentially sparking a proliferation of similarly closed programs.	NS
Geoengineering	Ocean fertilisation could damage ocean ecosystems, increase ocean acidification and deplete the ocean of oxygen.	The recent United Nations climate conference in Doha has demonstrated again that the UN climate negotiations are proving too slow in reducing global greenhouse gas emissions.	NS
Geoengineering	Researchers who study the ocean have warned that such experiments could have unknown, potentially harmful effects on marine ecosystems.	First, failure to address the non-temperature impacts of CO2 and other GHG emissions will cause great ecological and economic harm.	NS
Gmo	In fact research has linked GMOs to several health problems including cancer, Morgellons disease, and organ damage.	Meanwhile, a growing body of evidence connects GMOs with health problems, environmental damage and violation of farmers' and consumers' rights.	SS
Gmo	Therefore, while GMOs can potentially address nutritional deficiencies, we must keep in mind the potential risks of altering food products drastically.	Some have called GMOs morally irresponsible and attribute genetically engineered food to conditions such as obesity, cancer, infertility, genetic defects, and the prevalence of food allergies.	SS
Gmo	The effects of mass production can have severe repercussions to the overall environment by depleting nutrients and sources.	"Studies have shown that GMOs possibly cause longterm GI tract disease and can lead to the creation of ""superweeds""."	NS
Gmo	They claimed Bt toxin, would be completely destroyed in the human digestive system and would have no possible impact on animals and humans.	Some potential consequences that GMO advocates need to consider are that people who eat GMO foods can create chronic diseases that might not be treatable.	NS
Gmo	However, in the U.S. there is a dearth of public awareness of the potentially harmful repercussions of GMO products.	I have no doubt, however, that the technology is nowhere near perfected, and has the potential to cause harm to many different systems of our environment.	NS
Gmo	GMOs are connected with health problems, environmental damage and violation of farmers' and consumers' rights.	2. Environmental and Animal Health Genetically engineered crops can cause a variety of destructive problems on the surrounding environment.	HS
Gmo	That process poses significant challenges given the prevalence of GMO crops and the fact that most non-GMO crops are either organic or exports.	Unfortunately, because of the increased proliferation of GMOs over the last 15 years, there is a growing contamination risk to all non-GMOcrops, including organic.	NS
